Diet,Transport,Electricity Usage (kWh),Vehicle Type,Vehicle Monthly Distance Km,Heating Energy Source,Energy efficiency,How Long TV PC Daily Hour,How Long Internet Daily Hour,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,Frequency of Traveling by Air,CarbonEmission
vegan,private,76.5,petrol,5016,electricity,Yes,22,7,extra large,3,44,frequently,3704
vegetarian,private,61.5,electric,1427,natural gas,No,20,1,small,7,1,rarely,1214
pescatarian,private,60,petrol,7366,wood,Sometimes,14,12,small,4,48,frequently,5254
vegan,private,67.5,hybrid,5816,electricity,Yes,12,21,extra large,5,2,never,1696
omnivore,private,61.5,diesel,2222,coal,Yes,11,19,extra large,7,40,very frequently,5150
vegan,private,93,lpg,664,coal,Yes,20,22,medium,7,24,rarely,1996
pescatarian,private,40.5,diesel,8246,natural gas,No,5,17,extra large,2,38,frequently,4099
vegetarian,private,63,electric,6159,coal,No,21,0,extra large,2,5,rarely,1432
omnivore,private,79.5,hybrid,9131,coal,Sometimes,16,21,extra large,4,46,never,3234
vegan,private,66,electric,9197,coal,Sometimes,11,22,small,6,43,rarely,2366
omnivore,private,81,petrol,5000,wood,Sometimes,18,18,extra large,2,6,very frequently,4219
vegetarian,private,40.5,diesel,2948,coal,Sometimes,9,9,large,1,40,very frequently,4061
vegetarian,private,39,electric,5469,wood,No,2,22,large,2,21,rarely,1601
vegetarian,private,75,diesel,8263,natural gas,Yes,16,18,large,6,9,very frequently,4726
omnivore,private,97.5,petrol,9616,coal,No,23,19,large,6,21,rarely,5314
pescatarian,private,42,diesel,7961,natural gas,Sometimes,4,20,small,7,7,rarely,4159
vegan,private,15,lpg,7713,electricity,Yes,0,10,small,1,11,very frequently,3599
omnivore,private,45,electric,5788,electricity,Yes,11,8,small,3,37,rarely,1172
vegan,private,78,diesel,3782,electricity,Sometimes,22,8,large,7,45,very frequently,3207
vegan,private,25.5,diesel,2323,coal,Sometimes,3,11,extra large,6,10,never,2079
vegan,private,43.5,diesel,6081,natural gas,Yes,6,17,medium,7,20,never,2803
omnivore,private,55.5,petrol,5192,coal,Yes,13,11,large,6,34,never,4276
omnivore,private,57,hybrid,7794,wood,No,7,24,medium,5,21,frequently,3339
omnivore,private,81,lpg,2856,wood,Yes,21,12,extra large,7,23,very frequently,3522
omnivore,private,3,petrol,2243,natural gas,Sometimes,0,2,extra large,2,13,never,1761
pescatarian,private,57,hybrid,8904,electricity,Yes,12,14,large,2,27,never,2235
vegetarian,private,67.5,petrol,3436,wood,No,21,3,large,7,30,frequently,2785
omnivore,private,24,hybrid,5177,wood,Sometimes,5,6,extra large,2,33,very frequently,3238
vegetarian,private,40.5,lpg,8277,natural gas,Yes,10,7,small,3,20,very frequently,4584
vegetarian,private,63,lpg,7003,electricity,Yes,18,6,large,2,21,never,3310
omnivore,private,24,hybrid,9787,wood,Yes,5,6,large,4,15,very frequently,3277
vegetarian,private,94.5,electric,5997,wood,Sometimes,21,21,large,1,10,frequently,1547
vegan,private,58.5,diesel,8394,coal,Yes,10,19,medium,5,11,very frequently,3812
vegetarian,private,55.5,electric,7755,natural gas,Yes,17,3,medium,6,44,never,1367
pescatarian,private,16.5,petrol,3841,natural gas,No,1,9,extra large,1,4,frequently,3824
vegan,private,40.5,petrol,9819,wood,Sometimes,5,17,large,4,21,never,4086
vegan,private,19.5,electric,6440,natural gas,Yes,5,3,extra large,3,28,rarely,1373
omnivore,private,67.5,diesel,454,wood,Yes,16,13,medium,3,26,very frequently,3311
omnivore,private,54,diesel,3349,wood,Yes,10,16,small,5,1,frequently,2189
pescatarian,private,24,hybrid,6445,wood,No,6,4,extra large,4,17,never,3095
vegan,private,9,petrol,7994,electricity,No,0,6,large,5,30,rarely,4492
vegetarian,private,78,petrol,49,electricity,Yes,14,24,extra large,1,42,very frequently,2529
vegetarian,private,27,lpg,441,coal,Sometimes,2,14,small,7,17,rarely,1693
vegetarian,private,52.5,lpg,8676,natural gas,Sometimes,11,13,large,2,14,frequently,4606
omnivore,private,36,hybrid,8074,wood,Sometimes,11,2,medium,1,20,frequently,2523
omnivore,private,66,lpg,9244,natural gas,Sometimes,13,18,medium,2,25,rarely,3876
vegan,private,72,diesel,1722,electricity,Sometimes,13,22,extra large,2,13,very frequently,2408
vegetarian,private,54,lpg,7762,wood,Yes,7,22,small,6,17,very frequently,5500
pescatarian,private,64.5,lpg,8716,natural gas,Sometimes,14,15,large,4,35,very frequently,5236
omnivore,private,84,diesel,862,wood,No,16,24,extra large,4,30,very frequently,3114
omnivore,private,81,electric,6736,electricity,No,16,22,extra large,4,30,rarely,1347
pescatarian,private,82.5,petrol,9333,electricity,No,21,13,medium,5,13,frequently,4807
omnivore,private,49.5,hybrid,9549,electricity,Yes,8,17,extra large,5,34,never,3136
pescatarian,private,84,petrol,3443,coal,Yes,23,10,small,1,48,rarely,2887
vegetarian,private,55.5,diesel,2074,natural gas,No,18,1,small,2,3,never,1438
omnivore,private,51,lpg,4936,coal,Yes,11,12,medium,6,27,rarely,3664
vegan,private,42,petrol,7258,wood,Yes,7,14,medium,7,20,frequently,5146
vegan,private,21,lpg,20,electricity,No,7,0,medium,5,4,rarely,1249
vegetarian,private,61.5,petrol,2300,coal,Yes,9,23,large,3,12,rarely,2709
pescatarian,private,27,petrol,7961,wood,No,9,0,extra large,5,25,frequently,5194
vegetarian,private,54,electric,209,coal,Yes,13,10,large,4,8,never,1700
vegetarian,private,63,petrol,7917,natural gas,Yes,9,24,large,7,43,rarely,4383
omnivore,private,72,petrol,6387,natural gas,Yes,17,14,large,5,36,very frequently,7295
pescatarian,private,10.5,electric,7088,coal,No,1,5,small,4,47,very frequently,2307
omnivore,private,63,diesel,4990,wood,Sometimes,9,24,large,6,33,very frequently,4304
vegan,private,97.5,electric,4922,electricity,Sometimes,21,23,large,6,46,rarely,1959
vegetarian,private,69,petrol,7482,wood,Yes,23,0,extra large,1,39,frequently,4917
vegan,private,55.5,lpg,4677,electricity,No,10,17,small,1,9,frequently,2286
pescatarian,private,63,lpg,1584,wood,Sometimes,13,16,large,2,33,never,2131
vegan,private,15,petrol,9486,natural gas,Yes,1,8,extra large,6,17,very frequently,5480
pescatarian,private,37.5,electric,8925,electricity,No,12,1,medium,2,41,very frequently,2148
vegan,private,88.5,lpg,967,natural gas,Sometimes,24,11,small,3,10,very frequently,2383
vegetarian,private,57,lpg,6721,electricity,Sometimes,12,14,large,7,25,frequently,3563
vegetarian,private,82.5,hybrid,7411,wood,Sometimes,22,11,large,3,22,rarely,2698
omnivore,private,34.5,electric,5406,wood,Yes,0,23,extra large,7,22,frequently,2662
omnivore,private,25.5,electric,6721,wood,Yes,8,1,large,7,19,never,1736
vegan,private,36,electric,1117,natural gas,Sometimes,7,10,large,5,22,never,1616
pescatarian,private,75,electric,9102,natural gas,Sometimes,17,16,medium,7,18,very frequently,2270
pescatarian,private,96,hybrid,302,natural gas,Yes,22,20,large,4,12,frequently,1778
vegan,private,37.5,electric,1606,electricity,Sometimes,8,9,extra large,7,35,frequently,2338
omnivore,private,36,hybrid,6207,electricity,Sometimes,2,20,small,6,43,very frequently,4281
pescatarian,private,73.5,lpg,1145,electricity,No,19,11,large,5,26,never,1861
pescatarian,private,22.5,lpg,3718,wood,Sometimes,6,3,medium,7,26,rarely,2333
omnivore,private,37.5,lpg,4465,electricity,Sometimes,3,19,small,7,20,frequently,3068
omnivore,private,15,lpg,3011,electricity,Sometimes,2,6,small,6,33,rarely,2627
omnivore,private,90,lpg,4772,natural gas,Sometimes,18,24,small,6,39,never,2165
pescatarian,private,51,diesel,5490,electricity,Sometimes,11,12,small,1,2,rarely,2893
pescatarian,private,57,hybrid,9501,natural gas,Yes,8,22,medium,3,50,frequently,4087
pescatarian,private,40.5,petrol,7032,coal,Yes,11,5,medium,1,3,rarely,3294
omnivore,private,63,petrol,8706,coal,Yes,20,2,large,2,2,never,5025
vegan,private,63,electric,4981,coal,Sometimes,16,10,extra large,4,34,never,1762
pescatarian,private,40.5,electric,3475,natural gas,No,6,15,medium,2,12,frequently,1632
omnivore,private,42,lpg,8803,electricity,No,11,6,medium,1,45,never,3067
vegan,private,58.5,electric,1774,electricity,Yes,17,5,small,3,42,never,1200
vegetarian,private,81,hybrid,466,wood,Yes,21,12,large,5,36,very frequently,3670
vegetarian,private,72,electric,9765,natural gas,Yes,21,6,small,2,24,never,830
vegetarian,private,34.5,electric,9197,electricity,Sometimes,11,1,small,7,31,never,721
vegetarian,private,60,electric,4519,wood,Yes,8,24,large,6,34,never,1429
vegan,private,12,electric,9413,wood,No,2,4,extra large,1,10,never,1045
pescatarian,private,49.5,hybrid,2960,wood,No,7,19,small,3,37,frequently,2538
vegetarian,private,39,petrol,203,electricity,No,1,24,extra large,7,32,never,2069
omnivore,private,61.5,petrol,6540,coal,No,11,19,small,2,8,rarely,4549
pescatarian,private,39,hybrid,5343,wood,No,10,6,large,5,22,very frequently,3585
vegetarian,private,37.5,hybrid,552,wood,Sometimes,4,17,large,2,11,frequently,1476
omnivore,private,31.5,diesel,8531,natural gas,Yes,2,17,medium,4,7,frequently,3793
vegetarian,private,55.5,lpg,819,electricity,No,13,11,large,6,34,never,1538
vegetarian,private,33,petrol,2800,electricity,Yes,11,0,medium,1,9,frequently,2210
pescatarian,private,96,diesel,8842,natural gas,Yes,20,24,extra large,1,15,rarely,3355
vegan,private,37.5,diesel,433,natural gas,Yes,4,17,small,2,42,rarely,1309
vegetarian,private,57,lpg,5460,coal,Yes,16,6,extra large,7,5,rarely,3048
omnivore,private,25.5,lpg,3604,natural gas,No,4,9,extra large,2,13,rarely,2602
omnivore,private,45,diesel,4865,natural gas,Sometimes,6,18,small,3,17,very frequently,4038
vegan,private,64.5,petrol,9881,wood,Yes,14,15,medium,4,20,rarely,5753
vegetarian,private,18,lpg,2716,wood,Sometimes,4,4,large,5,35,never,2247
omnivore,private,37.5,diesel,7570,wood,Yes,11,3,small,4,15,very frequently,3634
vegan,private,81,lpg,7150,coal,Yes,20,14,extra large,5,45,rarely,5432
omnivore,private,46.5,hybrid,5680,electricity,Sometimes,5,21,small,5,21,never,1875
vegetarian,private,66,electric,5935,electricity,Yes,20,4,medium,1,41,very frequently,2517
vegan,private,97.5,lpg,3285,coal,No,21,23,medium,1,8,very frequently,2935
vegetarian,private,55.5,hybrid,8945,coal,Sometimes,11,15,extra large,2,10,very frequently,3223
vegetarian,private,66,electric,5696,coal,No,17,10,large,1,37,frequently,1674
vegan,private,93,diesel,7972,natural gas,Sometimes,20,22,medium,5,17,very frequently,4789
pescatarian,private,61.5,diesel,4078,coal,Yes,15,11,extra large,2,40,frequently,2800
vegan,private,9,electric,8348,wood,No,1,4,large,5,17,rarely,1594
pescatarian,private,75,lpg,8761,natural gas,No,16,18,large,2,26,rarely,4302
vegan,private,42,petrol,4676,natural gas,No,13,2,large,1,4,never,1973
pescatarian,private,91.5,diesel,8950,coal,Sometimes,24,13,extra large,6,10,rarely,3571
omnivore,private,51,petrol,2899,wood,Sometimes,11,12,large,1,33,very frequently,4367
pescatarian,private,91.5,lpg,5848,natural gas,Yes,21,19,small,7,17,very frequently,4281
pescatarian,private,63,lpg,5750,wood,Yes,18,6,medium,5,34,frequently,4328
vegan,private,79.5,diesel,6188,wood,Yes,18,17,large,5,14,never,2680
omnivore,private,63,diesel,5501,coal,Yes,20,2,large,1,10,very frequently,3357
pescatarian,private,94.5,electric,1744,wood,Sometimes,22,19,medium,3,35,very frequently,3062
pescatarian,private,16.5,electric,6403,electricity,No,1,9,medium,7,1,frequently,1696
pescatarian,private,63,lpg,3178,natural gas,Yes,19,4,large,4,16,frequently,2912
pescatarian,private,33,hybrid,4845,wood,No,1,20,small,5,23,never,2220
vegetarian,private,48,hybrid,3894,coal,No,4,24,small,4,10,very frequently,2619
vegetarian,private,19.5,hybrid,1277,electricity,Yes,0,13,medium,7,28,never,1310
pescatarian,private,81,diesel,6122,coal,No,15,24,medium,5,16,very frequently,3769
vegan,private,69,diesel,8192,coal,Sometimes,21,4,small,4,10,rarely,2774
pescatarian,private,21,hybrid,7242,electricity,Sometimes,7,0,medium,2,5,rarely,1758
omnivore,private,49.5,lpg,7899,wood,Sometimes,12,9,small,2,17,frequently,3888
omnivore,private,72,electric,5074,wood,Sometimes,17,14,medium,7,37,frequently,1915
vegan,private,36,hybrid,4861,natural gas,No,7,10,extra large,7,0,rarely,2221
vegetarian,private,55.5,lpg,7731,wood,Yes,17,3,large,7,50,very frequently,5541
pescatarian,private,16.5,diesel,7069,natural gas,Sometimes,0,11,small,5,44,frequently,3698
vegetarian,private,31.5,electric,5375,natural gas,Yes,3,15,extra large,3,35,frequently,2285
vegetarian,private,91.5,diesel,8425,coal,No,20,21,small,4,15,rarely,3277
vegetarian,private,60,diesel,1851,wood,Sometimes,20,0,extra large,5,38,frequently,2765
vegan,private,96,diesel,5746,electricity,Yes,24,16,small,7,17,frequently,2809
omnivore,private,69,lpg,8498,coal,Yes,21,4,small,3,11,frequently,4010
vegan,private,61.5,lpg,2472,electricity,Yes,18,5,extra large,1,19,never,1498
vegan,private,55.5,hybrid,8048,coal,Yes,14,9,small,4,9,frequently,3440
omnivore,private,75,lpg,9984,coal,No,14,22,extra large,3,28,frequently,5254
pescatarian,private,63,petrol,6150,natural gas,No,21,0,extra large,5,33,rarely,4105
vegan,private,33,hybrid,9480,coal,Sometimes,8,6,large,7,30,never,2768
omnivore,private,61.5,electric,7960,natural gas,Sometimes,14,13,extra large,1,29,frequently,1989
vegetarian,private,88.5,electric,8677,coal,Yes,18,23,large,1,42,very frequently,3116
vegetarian,private,61.5,lpg,4020,natural gas,No,12,17,large,6,48,never,3582
pescatarian,private,60,electric,7192,electricity,Yes,10,20,extra large,2,36,never,1194
omnivore,private,37.5,hybrid,6761,wood,Sometimes,12,1,small,6,47,very frequently,4352
vegan,private,46.5,hybrid,160,natural gas,Sometimes,4,23,extra large,6,1,never,1775
omnivore,private,34.5,petrol,5305,natural gas,Sometimes,6,11,small,3,48,frequently,3511
pescatarian,private,63,electric,3335,electricity,Yes,20,2,extra large,7,15,frequently,2230
pescatarian,private,39,hybrid,8700,electricity,No,2,22,medium,1,37,rarely,2472
pescatarian,private,84,diesel,1579,electricity,Yes,19,18,large,7,49,frequently,2400
vegan,private,57,petrol,7526,electricity,No,19,0,medium,2,3,rarely,3540
omnivore,private,64.5,hybrid,7914,coal,No,14,15,large,7,11,rarely,3992
vegetarian,private,69,diesel,7137,coal,Yes,22,2,medium,2,17,rarely,2777
omnivore,private,49.5,electric,7030,coal,Yes,16,1,small,1,47,rarely,2072
vegetarian,private,66,petrol,5242,natural gas,Yes,21,2,large,5,30,rarely,3506
vegan,private,73.5,hybrid,7450,wood,Yes,13,23,large,5,14,very frequently,3712
pescatarian,private,25.5,petrol,5594,natural gas,Sometimes,1,15,small,1,48,frequently,3801
vegetarian,private,58.5,petrol,9791,coal,Yes,16,7,large,6,22,very frequently,8377
omnivore,private,7.5,electric,4252,natural gas,Yes,0,5,large,1,29,frequently,1652
pescatarian,private,67.5,lpg,5915,coal,No,14,17,extra large,2,14,very frequently,4976
vegetarian,private,13.5,petrol,9196,wood,Sometimes,1,7,extra large,3,31,frequently,5686
vegan,private,66,hybrid,3626,coal,Yes,22,0,medium,4,34,frequently,2313
pescatarian,private,39,hybrid,1044,natural gas,No,8,10,large,7,33,never,2573
vegetarian,private,63,diesel,3167,coal,Sometimes,15,12,medium,4,32,very frequently,3156
omnivore,private,46.5,electric,3959,electricity,Sometimes,4,23,small,3,15,rarely,798
pescatarian,private,15,diesel,4410,electricity,Yes,3,4,medium,7,24,never,2211
vegetarian,private,57,hybrid,7944,natural gas,Sometimes,12,14,large,2,19,very frequently,3764
vegan,private,61.5,hybrid,8155,natural gas,No,9,23,small,7,5,very frequently,4388
pescatarian,private,34.5,lpg,4024,electricity,No,4,15,large,3,38,rarely,2524
vegetarian,private,42,electric,6049,wood,No,10,8,medium,1,7,very frequently,2144
vegetarian,private,70.5,petrol,6094,wood,Yes,18,11,large,1,7,never,2718
vegan,private,87,electric,9897,coal,No,22,14,medium,1,17,never,1212
vegan,private,67.5,electric,5291,wood,Yes,12,21,small,3,44,very frequently,3350
pescatarian,private,49.5,petrol,5409,natural gas,Sometimes,12,9,large,2,4,very frequently,3795
pescatarian,private,43.5,petrol,9676,electricity,Sometimes,6,17,small,3,46,very frequently,5240
pescatarian,private,37.5,electric,2798,natural gas,Yes,1,23,medium,1,41,very frequently,2531
omnivore,private,91.5,electric,6569,wood,Sometimes,22,17,medium,4,24,very frequently,3287
vegetarian,private,45,diesel,6645,wood,Yes,14,2,small,7,3,never,2162
pescatarian,private,25.5,hybrid,9041,electricity,Sometimes,5,7,extra large,6,42,frequently,4371
vegetarian,private,93,diesel,6486,electricity,Yes,19,24,large,6,3,frequently,3096
vegan,private,75,hybrid,2206,coal,Yes,16,18,large,7,39,very frequently,3923
pescatarian,private,25.5,hybrid,3597,coal,Sometimes,8,1,medium,3,33,very frequently,3064
vegan,private,97.5,hybrid,1018,coal,Yes,21,23,small,1,44,never,1625
vegan,private,58.5,electric,3483,coal,Yes,16,7,extra large,4,7,never,1199
pescatarian,private,76.5,petrol,8784,coal,No,22,7,large,1,22,rarely,5985
omnivore,private,33,lpg,581,wood,No,6,10,small,4,38,rarely,1421
omnivore,private,79.5,petrol,1612,electricity,No,22,9,medium,2,33,frequently,1966
pescatarian,private,79.5,hybrid,1953,electricity,No,23,7,large,2,47,frequently,2357
vegan,private,21,petrol,1756,coal,No,3,8,small,3,49,rarely,2511
vegan,private,36,petrol,6096,natural gas,Sometimes,12,0,small,7,49,very frequently,4404
vegetarian,private,27,electric,18,coal,Sometimes,9,0,small,5,16,frequently,1498
vegetarian,private,46.5,electric,5080,wood,No,10,11,extra large,3,47,never,1794
vegetarian,private,24,diesel,4564,coal,No,6,4,extra large,2,6,frequently,2857
omnivore,private,57,electric,2315,electricity,Yes,11,16,extra large,3,49,never,1402
vegan,private,39,electric,8892,wood,Yes,5,16,small,7,0,rarely,1051
vegetarian,private,12,electric,6798,natural gas,Sometimes,0,8,small,2,12,never,697
vegan,private,73.5,electric,6787,wood,Yes,16,17,small,3,4,rarely,953
vegan,private,45,diesel,9767,natural gas,Sometimes,3,24,medium,5,42,never,4418
vegan,private,36,lpg,9106,electricity,Sometimes,10,4,small,1,33,very frequently,5285
vegetarian,private,28.5,hybrid,8260,wood,Sometimes,5,9,medium,5,41,very frequently,4222
vegetarian,private,84,diesel,8042,electricity,Sometimes,21,14,large,1,7,never,2455
pescatarian,private,67.5,hybrid,3976,coal,No,11,23,medium,3,33,rarely,1930
pescatarian,private,18,hybrid,2332,natural gas,Sometimes,1,10,small,7,18,very frequently,2972
pescatarian,private,42,diesel,5017,natural gas,Yes,11,6,small,7,47,very frequently,3271
vegetarian,private,102,lpg,7995,wood,Sometimes,24,20,large,4,37,frequently,3596
pescatarian,private,51,diesel,4860,wood,Sometimes,11,12,extra large,2,6,rarely,2091
omnivore,private,60,electric,5132,wood,Sometimes,14,12,extra large,3,6,frequently,2225
pescatarian,private,97.5,petrol,5793,electricity,Sometimes,24,17,small,2,33,frequently,3585
vegetarian,private,93,hybrid,2451,natural gas,No,24,14,large,7,47,never,2289
omnivore,private,67.5,lpg,3210,electricity,Yes,15,15,small,4,2,frequently,2209
omnivore,private,36,hybrid,6343,coal,Sometimes,9,6,medium,5,46,never,2387
vegetarian,private,42,lpg,1462,coal,No,10,8,medium,7,3,very frequently,2941
omnivore,private,13.5,lpg,7634,coal,Sometimes,1,7,medium,5,3,rarely,3844
vegan,private,18,electric,503,electricity,Yes,1,10,medium,6,23,never,872
vegetarian,private,33,hybrid,1786,wood,Yes,3,16,large,3,18,very frequently,2461
